"","LabID","majority_class_totalProb","summed_prob","majority_class_probs","second_class","second_prob","second_class_probs","majority_class_ConfRunsCount","confident_called_runs","confident_runs_total","agree","JA_struc","JC_struc","pure","pure_K2_v1_JPfastStruc","pure_K2_v2_JPfastStruc","pure_K3_v1_JPfastStruc","pure_K3_v2_JPfastStruc","pure_K3_v3_JPfastStruc","pure_K4_v1_JPfastStruc","pure_K4_v2_JPfastStruc","pure_K4_v3_JPfastStruc","pure_K4_v4_JPfastStruc","pure_K5_v1_JPfastStruc","pure_K5_v2_JPfastStruc","pure_K5_v3_JPfastStruc","pure_K5_v4_JPfastStruc","pure_K5_v5_JPfastStruc","NewHyb_FinalAssignment"
"1639","091943_1515_S30_","NewHyb_JC",3.93325,"1; 1; 0.994; 0.939","NewHyb_BC6JC",0.06667,"0; 0; 0.006; 0.061","NewHyb_JC",4,4,TRUE,0.000156,0.999844,NA,0.999855,0.000145,2.5e-05,0.933385,0.066589,0.940073,0.059895,1.6e-05,1.6e-05,0.822051,0.177912,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1640","091946_1518_S33_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.3e-05,0.999967,"JC",0.999876,0.000124,2.5e-05,0.665972,0.334002,1.6e-05,0.268043,0.731925,1.6e-05,0.970408,1.2e-05,0.029555,1.2e-05,1.2e-05,"NewHyb_JC"
"1641","091947_1519_S34_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999842,0.000158,2.5e-05,0.639627,0.360348,1.6e-05,0.288256,0.711712,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1642","091948_1520_S35_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999836,0.000164,2.5e-05,0.790446,0.209528,0.045456,0.16196,0.792568,1.6e-05,0.622544,1.2e-05,1.2e-05,1.2e-05,0.37742,"NewHyb_JC"
"1643","091949_1521_S36_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.99983,0.00017,2.5e-05,0.999949,2.5e-05,0.090153,1.6e-05,0.909815,1.6e-05,1.2e-05,1.2e-05,0.080436,1.2e-05,0.919527,"NewHyb_JC"
"1644","091951_1523_S38_","NewHyb_BCJCxBC3JC",1.9003,"0.699; 0; 0.611; 0.589","NewHyb_BCJC",1.02044,"0; 0.999; 0.02; 0.002","NewHyb_BCJC",1,1,FALSE,0.165816,0.834184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"1645","091952_1524_S39_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.996148,0.003852,0.089727,0.513126,0.397146,1.6e-05,0.300363,0.699604,1.6e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1646","091953_1525_S40_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,0.000164,0.999836,NA,0.999798,0.000202,2.5e-05,0.811699,0.188276,0.495218,0.160359,0.344406,1.6e-05,1.2e-05,0.262449,1.2e-05,1.2e-05,0.737514,"NewHyb_JC"
"1647","091956_1528_S43_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.99981,0.00019,2.5e-05,0.812284,0.187691,1.6e-05,1.6e-05,0.999952,1.6e-05,0.567564,1.2e-05,0.024258,1.2e-05,0.408154,"NewHyb_JC"
"1648","091957_1529_S44_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999841,0.000159,2.5e-05,0.738966,0.261009,1.6e-05,0.210657,0.789311,1.6e-05,0.606808,0.393155,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1649","091958_1530_S45_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999863,0.000137,2.5e-05,0.97146,0.028514,0.115537,1.6e-05,0.884431,1.6e-05,0.936975,1.2e-05,1.2e-05,0.062988,1.2e-05,"NewHyb_JC"
"1650","091959_1531_S46_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.999782,0.000218,0.287429,2.6e-05,0.712546,1.6e-05,0.218472,0.781496,1.6e-05,0.625842,0.374121,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1651","091960_1532_S47_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.9998,2e-04,2.5e-05,0.721996,0.277979,0.007058,0.229986,0.762939,1.6e-05,0.623238,0.376725,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1652","091961_1533_S48_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.99986,0.00014,2.5e-05,0.550419,0.449555,1.6e-05,0.368648,0.631319,1.6e-05,0.765958,0.234005,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1653","091962_1534_S49_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999815,0.000185,2.5e-05,0.916198,0.083777,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1654","091963_1535_S50_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999804,0.000196,2.5e-05,0.999289,0.000686,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1655","091964_1536_S51_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999783,0.000217,2.5e-05,0.981678,0.018297,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999936,1.2e-05,1.2e-05,2.7e-05,"NewHyb_JC"
"1656","091965_1537_S52_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.3e-05,0.999957,"JC",0.971565,0.028435,0.065682,0.934293,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1657","091966_1538_S53_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999727,0.000273,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1658","091967_1539_S54_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999054,0.000946,0.061141,0.802628,0.136231,1.6e-05,1.6e-05,0.999952,1.6e-05,0.193949,0.771788,1.2e-05,1.2e-05,0.034238,"NewHyb_JC"
"1659","091968_1540_S55_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999787,0.000213,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.93721,1.2e-05,1.2e-05,0.062753,"NewHyb_JC"
"1660","091969_1541_S56_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.941272,0.058728,2.6e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.967978,0.03199,0.218296,1.2e-05,0.189105,1.2e-05,0.592574,"NewHyb_JC"
"1661","091970_1542_S57_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999815,0.000185,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.07815,1.2e-05,0.921813,"NewHyb_JC"
"1662","091971_1543_S58_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999357,0.000643,0.033433,0.899375,0.067192,1.6e-05,1.6e-05,0.999952,1.6e-05,0.036937,0.963026,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1663","091972_1544_S59_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.998686,0.001314,0.025847,0.974127,2.5e-05,0.173105,1.6e-05,0.826863,1.6e-05,0.001203,0.57919,1.2e-05,1.2e-05,0.419582,"NewHyb_JC"
"1664","091973_1545_S60_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999824,0.000176,2.5e-05,0.999949,2.5e-05,0.00275,1.6e-05,0.997217,1.6e-05,0.221174,1.2e-05,0.037423,1.2e-05,0.741378,"NewHyb_JC"
"1665","091974_1546_S61_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4e-05,0.99996,"JC",0.987235,0.012765,0.060101,0.939879,2.1e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.007297,0.992666,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1666","091975_1547_S62_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999691,0.000309,0.403916,2.6e-05,0.596059,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.996692,1.2e-05,1.2e-05,0.003271,"NewHyb_JC"
"1667","091976_1548_S63_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.993166,0.006834,0.048483,0.922579,0.028938,1.6e-05,1.6e-05,0.999952,1.6e-05,0.028552,0.971411,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1668","091977_1549_S64_","NewHyb_F1",3.98168,"0.984; 1; 1; 0.998","NewHyb_BCxBC",0.01832,"0.016; 0; 0; 0.002","NewHyb_F1",4,4,TRUE,0.47905,0.52095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_F1"
"1669","091979_1551_S66_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999802,0.000198,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1670","091980_1552_S67_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999805,0.000195,2.5e-05,0.975362,0.024613,1.6e-05,1.6e-05,0.999952,1.6e-05,0.009536,0.990427,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1671","091981_1553_S68_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999557,0.000443,0.027925,0.925609,0.046466,0.008032,1.6e-05,0.991936,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1672","091982_1554_S69_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999793,0.000207,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.988447,1.2e-05,1.2e-05,0.011516,"NewHyb_JC"
"1673","091983_1555_S70_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.99981,0.00019,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1674","091984_1556_S71_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.985014,0.014986,0.062542,0.931584,0.005874,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1675","091985_1557_S72_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.981181,0.018819,0.057331,0.942644,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.810244,1.2e-05,1.2e-05,0.189719,"NewHyb_JC"
"1676","091986_1558_S73_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999753,0.000247,2.5e-05,0.944955,0.055019,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.799408,1.2e-05,1.2e-05,0.200555,"NewHyb_JC"
"1677","091987_1559_S74_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.974485,0.025515,0.059697,0.940278,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1678","091988_1560_S75_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.998302,0.001698,0.025104,0.974871,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.898811,1.2e-05,1.2e-05,0.101152,"NewHyb_JC"
"1679","091990_1562_S77_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.7e-05,0.999963,"JC",0.999866,0.000134,2.5e-05,0.999949,2.5e-05,0.938299,0.061669,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,"NewHyb_JC"
"1680","091991_1563_S78_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.992178,0.007822,0.052035,0.943413,0.004552,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1681","091992_1564_S79_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999819,0.000181,2.5e-05,0.935589,0.064385,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,1.2e-05,0.101662,1.2e-05,0.898301,"NewHyb_JC"
"1682","091993_1565_S80_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999798,0.000202,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1683","091994_1566_S81_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999804,0.000196,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1684","091995_1567_S82_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999794,0.000206,0.359528,2.6e-05,0.640447,1.6e-05,0.06226,0.937707,1.6e-05,0.413368,1.2e-05,0.083199,1.2e-05,0.503408,"NewHyb_JC"
"1685","091996_1568_S83_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.998184,0.001816,0.028062,0.971912,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1686","091998_1570_S85_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.9986,0.0014,0.007459,0.93532,0.057221,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.850653,1.2e-05,1.2e-05,0.14931,"NewHyb_JC"
"1687","091999_1571_S86_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.998558,0.001442,0.035469,0.96451,2e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.398809,1.2e-05,1.2e-05,1.2e-05,0.601155,"NewHyb_JC"
"1688","092000_1572_S87_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.6e-05,0.999964,"JC",0.998774,0.001226,0.033436,0.961268,0.005296,1.6e-05,1.6e-05,0.999952,1.6e-05,0.3957,1.2e-05,1.2e-05,1.2e-05,0.604263,"NewHyb_JC"
"1689","092001_1573_S88_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999814,0.000186,2.5e-05,0.91918,0.080795,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1690","092002_1574_S89_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.998954,0.001046,0.036566,0.928216,0.035218,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1691","092003_1575_S90_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.978567,0.021433,0.426122,2.6e-05,0.573852,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.955876,0.012622,1.2e-05,0.031477,"NewHyb_JC"
"1692","092004_1576_S91_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999524,0.000476,0.029909,0.961458,0.008632,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.825303,1.2e-05,1.2e-05,0.17466,"NewHyb_JC"
"1693","092005_1577_S92_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.990475,0.009525,0.037367,0.962607,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1694","092006_1578_S93_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999819,0.000181,2.5e-05,0.932373,0.067602,1.6e-05,0.026209,0.973759,1.6e-05,1.2e-05,1.2e-05,0.104439,1.2e-05,0.895524,"NewHyb_JC"
"1695","092007_1579_S94_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.996369,0.003631,0.036906,0.916059,0.047035,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1696","092008_1580_S95_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999526,0.000474,0.009302,0.990673,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.364463,1.2e-05,1.2e-05,1.2e-05,0.6355,"NewHyb_JC"
"1697","092009_1581_S96_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999432,0.000568,0.009779,0.990195,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,1.2e-05,0.999951,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1698","092010_1582_S97_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999753,0.000247,2.5e-05,0.999949,2.5e-05,1.6e-05,1.6e-05,0.999952,1.6e-05,0.040245,0.959718,1.2e-05,1.2e-05,1.2e-05,"NewHyb_JC"
"1699","092011_1779_S98_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4e-05,0.99996,"JC",0.999843,0.000157,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,1.2e-05,"NewHyb_JC"
"1700","092012_1780_S99_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,4.2e-05,0.999958,"JC",0.999821,0.000179,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,1.2e-05,"NewHyb_JC"
"1701","092013_1781_S100_","NewHyb_BC2JC",2.47992,"0.817; 0.944; 0.673; 0.046","NewHyb_BC2JCxBC3JC",1.39588,"0.173; 0.056; 0.308; 0.86","NewHyb_BC2JC",2,3,TRUE,0.091535,0.908465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"complexBC_JC"
"1702","092014_1782_S101_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.8e-05,0.999962,"JC",0.999831,0.000169,2.5e-05,0.999949,2.5e-05,0.914408,1.6e-05,0.085559,1.6e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,1.2e-05,"NewHyb_JC"
"1703","092015_1783_S102_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.9998,2e-04,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,1.2e-05,"NewHyb_JC"
"1704","092016_1784_S103_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.5e-05,0.999965,"JC",0.999793,0.000207,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,1.2e-05,"NewHyb_JC"
"1705","092017_1785_S104_","NewHyb_BCJCxBCJC",3.92117,"0.934; 1; 0.999; 0.989","NewHyb_BCJCxBC2JC",0.07849,"0.066; 0; 0.001; 0.011","NewHyb_BCJCxBCJC",4,4,TRUE,0.210416,0.789584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_BCJCxBCJC"
"1706","092018_1786_S105_","NewHyb_JC",3.99942,"1; 1; 1; 1","NewHyb_BC6JC",0.00057,"0; 0; 0; 0","NewHyb_JC",4,4,TRUE,3.4e-05,0.999966,"JC",0.999801,0.000199,2.5e-05,0.999949,2.5e-05,0.999952,1.6e-05,1.6e-05,1.6e-05,1.2e-05,1.2e-05,1.2e-05,0.999951,1.2e-05,"NewHyb_JC"
"1707","092019_1787_S106_","NewHyb_F2",3.99414,"1; 0.994; 1; 1","NewHyb_BCJCxBCJC",0.00586,"0; 0.006; 0; 0","NewHyb_F2",4,4,TRUE,0.360579,0.639421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NewHyb_F2"
