,LabID,seqType,index_number,JN,JC.,JC..1,JA,Description,Contact,plate,y_old,x_old,name2,JC_total,SampleID,SiteNumber,location,SampleNumber,SampleNumber2,FromWhatSpreadsheet,FromWhatSpreadsheet_notes,Latitude,Longitude,SiteOwner,DateSampled,PlantHeight_ft,DBH_cm,ProducingSeed,PercentLiveCanopy,EpicormicBranches_FromBase,EpicormicBranches_FromTrunk,VisibleCankers,Calloused_YN,AreaInfectedByCanker_Trunk_perc,AreaInfectedByCanker_RootFlare_prec,InfectionSeverity,TerminalBudShape,BudScarShape,LenticalShape,FruitsPerBunch,Seedling_YN,y_new,x_new,JA_struc_K2,JC_struc_K2
1358,100520_1866_S55_,1,1866,2.00E-06,0.999994,2.00E-06,2.00E-06,PA-41-08,Amanda Penn,Plate19,41.34516299,-76.7402974,Amanda Penn-PA-41-08,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.34516299,-76.7402974,NA,NA
1359,100521_1867_S56_,1,1867,2.00E-06,0.505616,0.35994,0.134443,PA-50-01,Amanda Penn,Plate19,40.45627,-77.16896,Amanda Penn-PA-50-01,0.865556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.45627,-77.16896,NA,NA
1360,100522_1868_S57_,1,1868,2.00E-06,0.906927,0.093069,2.00E-06,PA-50-03,Amanda Penn,Plate19,40.4497,-77.1995,Amanda Penn-PA-50-03,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.4497,-77.1995,NA,NA
1361,100523_1869_S58_,1,1869,2.00E-06,2.00E-06,0.529219,0.470777,PA-50-05,Amanda Penn,Plate19,40.456389,-77.169722,Amanda Penn-PA-50-05,0.529221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.456389,-77.169722,NA,NA
1362,100524_1870_S59_,1,1870,2.00E-06,0.872162,0.127834,2.00E-06,PA-50-11,Amanda Penn,Plate19,40.44534,-77.20163,Amanda Penn-PA-50-11,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.44534,-77.20163,NA,NA
1363,100525_1871_S60_,1,1871,2.00E-06,2.00E-06,0.232614,0.767382,PA-50-12,Amanda Penn,Plate19,40.44735,-77.19915,Amanda Penn-PA-50-12,0.232616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.44735,-77.19915,NA,NA
1364,100526_1872_S61_,1,1872,2.00E-06,0.785401,0.214595,2.00E-06,PA-50-13,Amanda Penn,Plate19,40.447035,-77.199679,Amanda Penn-PA-50-13,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.447035,-77.199679,NA,NA
1365,100527_1873_S62_,1,1873,2.00E-06,2.00E-06,0.226715,0.773281,PA-53-01,Amanda Penn,Plate19,41.47777,-78.05031,Amanda Penn-PA-53-01,0.226717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.47777,-78.05031,NA,NA
1366,100528_1874_S63_,1,1874,2.00E-06,0.999994,2.00E-06,2.00E-06,PA-53-02,Amanda Penn,Plate19,41.477613,-78.050413,Amanda Penn-PA-53-02,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.477613,-78.050413,NA,NA
1367,100529_1875_S64_,1,1875,2.00E-06,0.447393,0.552603,2.00E-06,PA-53-03,Amanda Penn,Plate19,41.49353,-78.04794,Amanda Penn-PA-53-03,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.49353,-78.04794,NA,NA
1368,100530_1876_S65_,1,1876,2.00E-06,0.770523,0.229473,2.00E-06,PA-53-05,Amanda Penn,Plate19,41.477773,-78.050323,Amanda Penn-PA-53-05,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.477773,-78.050323,NA,NA
1369,100531_1877_S66_,1,1877,2.00E-06,0.914854,0.027103,0.058041,PA-53-06,Amanda Penn,Plate19,41.485029,-78.048791,Amanda Penn-PA-53-06,0.941957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.485029,-78.048791,NA,NA
1370,100532_1878_S67_,1,1878,2.00E-06,0.963653,0.036343,2.00E-06,PA-57-01,Amanda Penn,Plate19,41.47904526,-76.75413646,Amanda Penn-PA-57-01,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.47904526,-76.75413646,NA,NA
1371,100533_1879_S68_,1,1879,2.00E-06,0.588508,0.411488,2.00E-06,PA-57-02,Amanda Penn,Plate19,41.44187908,-76.63047452,Amanda Penn-PA-57-02,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.44187908,-76.63047452,NA,NA
1372,100534_1880_S69_,1,1880,2.00E-06,0.749648,0.250348,2.00E-06,PA-60-01,Amanda Penn,Plate19,40.91231,-77.24436,Amanda Penn-PA-60-01,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.91231,-77.24436,NA,NA
1373,100535_1881_S70_,1,1881,2.00E-06,0.999994,2.00E-06,2.00E-06,PA-66-02,Amanda Penn,Plate19,41.508319,-75.965448,Amanda Penn-PA-66-02,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.508319,-75.965448,NA,NA
1374,100536_1882_S71_,1,1882,2.00E-06,2.00E-06,0.999994,2.00E-06,PA-66-03,Amanda Penn,Plate19,41.506937,-75.963055,Amanda Penn-PA-66-03,0.999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.506937,-75.963055,NA,NA
1107,100537_1883_S72_,1,1883,2.00E-06,0.544542,0.455454,2.00E-06,JC-W-WCP-SH56,Sean Hoban,Plate19,41.892094,-88.226128,Sean Hoban-JC-W-WCP-SH56,0.999996,JC-W-WCP-SH56,WCP-SH,,56,56,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),41.892094,-88.226128,,6/26/2025,1.916667,NA,,90,0 - 1 stem is coming up from the base. Not clear if its an epicormic. It looks just like an extra stem,0,Y,NA,5,30,1.5,NA,0,0,NA,Y,41.892094,-88.226128,NA,NA
1116,100539_1885_S74_,1,1885,2.00E-06,0.530482,2.00E-06,0.469514,JC-W-WCP-SH72,Sean Hoban,Plate19,41.892564,-88.227079,Sean Hoban-JC-W-WCP-SH72,0.530484,JC-W-WCP-SH72,WCP-SH,,72,72,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),41.892562,-88.22709,,6/5/2025,6,1,No,100,0,0,Y,Y,0,10,1,0,0,1,NA,,41.892562,-88.22709,NA,NA
1117,100540_1886_S75_,1,1886,2.00E-06,0.007032,0.992964,2.00E-06,JC-W-WCP-SH73,Sean Hoban,Plate19,41.892576,-88.227223,Sean Hoban-JC-W-WCP-SH73,0.999996,JC-W-WCP-73,WCP,,73,73,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),NA,NA,,7/21/2025,4.75,1,No,100,0,0,Y,Y,10,0,1.5,0,0,0,NA,N,41.892576,-88.227223,NA,NA
1118,100541_1887_S76_,1,1887,2.00E-06,2.00E-06,0.999994,2.00E-06,JC-W-WCP-SH74,Sean Hoban,Plate19,41.892318,-88.227114,Sean Hoban-JC-W-WCP-SH74,0.999996,JC-W-WCP-SH74,WCP-SH,,74,74,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),41.892328,-88.227094,,6/6/2025,6.5,1.5,No,100,0,0,Y,Y,0,0,1.5,0,0,1,NA,,41.892328,-88.227094,NA,NA
1120,100542_1888_S77_,1,1888,2.00E-06,2.00E-06,0.999994,2.00E-06,JC-W-WCP-SH81,Sean Hoban,Plate19,41.892588,-88.22689,Sean Hoban-JC-W-WCP-SH81,0.999996,JC-W-WCP-SH81,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,41.892588,-88.22689,Forest Preserve District of DuPage County,,,NA,,,,,,,NA,NA,NA,NA,,,NA,,41.892588,-88.22689,NA,NA
1121,100544_1890_S79_,1,1890,2.00E-06,2.00E-06,0.999994,2.00E-06,JC-W-WCP-SH83,Sean Hoban,Plate19,41.892683,-88.228859,Sean Hoban-JC-W-WCP-SH83,0.999996,JC-W-WCP-SH83,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,41.892683,-88.228859,Forest Preserve District of DuPage County,,,NA,,,,,,,NA,NA,NA,NA,,,NA,,41.892683,-88.228859,NA,NA
1122,100545_1891_S80_,1,1891,2.00E-06,0.790084,0.209912,2.00E-06,JC-W-WCP-SH84,Sean Hoban,Plate19,41.892011,-88.22642,Sean Hoban-JC-W-WCP-SH84,0.999996,JC-W-WCP-SH84,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,41.892011,-88.22642,Forest Preserve District of DuPage County,,,NA,,,,,,,NA,NA,NA,NA,,,NA,,41.892011,-88.22642,NA,NA
1123,100546_1892_S81_,1,1892,2.00E-06,2.00E-06,0.999994,2.00E-06,JC-W-WCP-SH85,Sean Hoban,Plate19,41.891971,-88.226319,Sean Hoban-JC-W-WCP-SH85,0.999996,JC-W-WCP-SH85,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,41.891971,-88.226319,Forest Preserve District of DuPage County,,,NA,,,,,,,NA,NA,NA,NA,,,NA,,41.891971,-88.226319,NA,NA
1124,100547_1893_S82_,1,1893,2.00E-06,0.510459,0.489537,2.00E-06,JC-W-WCP-SH86,Sean Hoban,Plate19,41.891611,-88.226295,Sean Hoban-JC-W-WCP-SH86,0.999996,JC-W-WCP-SH86,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,41.891611,-88.226295,Forest Preserve District of DuPage County,,,NA,,,,,,,NA,NA,NA,NA,,,NA,,41.891611,-88.226295,NA,NA
1125,100548_1894_S83_,1,1894,2.00E-06,0.244979,0.755017,2.00E-06,JC-W-WCP-SH87,Sean Hoban,Plate19,41.891564,-88.226289,Sean Hoban-JC-W-WCP-SH87,0.999996,JC-W-WCP-SH87,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,41.891564,-88.226289,Forest Preserve District of DuPage County,,,NA,,,,,,,NA,NA,NA,NA,,,NA,,41.891564,-88.226289,NA,NA
1126,100549_1895_S84_,1,1895,2.00E-06,0.68116,0.318836,2.00E-06,JC-W-WCP-SH88,Sean Hoban,Plate19,41.891783,-88.226012,Sean Hoban-JC-W-WCP-SH88,0.999996,JC-W-WCP-SH88,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,41.891783,-88.226012,Forest Preserve District of DuPage County,,,NA,,,,,,,NA,NA,NA,NA,,,NA,,41.891783,-88.226012,NA,NA
1127,100550_1896_S85_,1,1896,2.00E-06,0.999994,2.00E-06,2.00E-06,JC-W-WCP-SH89,Sean Hoban,Plate19,41.891882,-88.225911,Sean Hoban-JC-W-WCP-SH89,0.999996,JC-W-WCP-SH89,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,41.891882,-88.225911,Forest Preserve District of DuPage County,,,NA,,,,,,,NA,NA,NA,NA,,,NA,,41.891882,-88.225911,NA,NA
1129,100551_1897_S86_,1,1897,2.00E-06,2.00E-06,0.999994,2.00E-06,JC-W-WCP-SH90,Sean Hoban,Plate19,41.891973,-88.225311,Sean Hoban-JC-W-WCP-SH90,0.999996,JC-W-WCP-SH90,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,41.891973,-88.225311,Forest Preserve District of DuPage County,,,NA,,,,,,,NA,NA,NA,NA,,,NA,,41.891973,-88.225311,NA,NA
1473,100552_1898_S87_,1,1898,2.00E-06,0.701138,0.298858,2.00E-06,SR_1,Sean Hoban,Plate19,42.4647469,-89.2380773,Sean Hoban-SR_1,0.999996,SR_1,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,42.4647469,-89.2380773,Forest Preserve District of Winnebego County,,,33.5,,,,,,,NA,NA,NA,NA,,,NA,,42.4647469,-89.2380773,NA,NA
1476,100553_1899_S88_,1,1899,2.00E-06,0.653954,0.346042,2.00E-06,SR_2,Sean Hoban,Plate19,42.4645609,-89.2378999,Sean Hoban-SR_2,0.999996,SR_2,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,42.4645609,-89.2378999,Forest Preserve District of Winnebego County,,,22,,,,,,,NA,NA,NA,NA,,,NA,,42.4645609,-89.2378999,NA,NA
1477,100554_1900_S89_,1,1900,2.00E-06,0.169483,0.830513,2.00E-06,SR_3,Sean Hoban,Plate19,42.465999,-89.238493,Sean Hoban-SR_3,0.999996,SR_3,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,42.465999,-89.238493,Forest Preserve District of Winnebego County,,,144.78,,,,,,,NA,NA,NA,NA,,,NA,,42.465999,-89.238493,NA,NA
1478,100555_1901_S90_,1,1901,2.00E-06,0.378609,0.621387,2.00E-06,SR_4,Sean Hoban,Plate19,42.468762,-89.2373102,Sean Hoban-SR_4,0.999996,SR_4,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,42.468762,-89.2373102,Forest Preserve District of Winnebego County,,,30.48,,,,,,,NA,NA,NA,NA,,,NA,,42.468762,-89.2373102,NA,NA
1479,100556_1902_S91_,1,1902,2.00E-06,0.999994,2.00E-06,2.00E-06,SR_5,Sean Hoban,Plate19,42.46948,-89.237439,Sean Hoban-SR_5,0.999996,SR_5,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,42.46948,-89.237439,Forest Preserve District of Winnebego County,,,35.56,,,,,,,NA,NA,NA,NA,,,NA,,42.46948,-89.237439,NA,NA
1480,100557_1903_S92_,1,1903,2.00E-06,0.440176,0.55982,2.00E-06,SR_6,Sean Hoban,Plate19,42.469448,-89.23747,Sean Hoban-SR_6,0.999996,SR_6,,,,,2025 Wild Collected Butternut DNA Leaf Samples ,additional samples from 2025 that NO health data was collected for,42.469448,-89.23747,Forest Preserve District of Winnebego County,,,40.64,,,,,,,NA,NA,NA,NA,,,NA,,42.469448,-89.23747,NA,NA
1481,100558_1904_S93_,1,1904,2.00E-06,0.999994,2.00E-06,2.00E-06,SR_9,Sean Hoban,Plate19,42.4674403,-89.2379177,Sean Hoban-SR_9,0.999996,JC-W-SR-9,SR,,9,9,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),42.4674403,-89.2379177,,8/19/2025,15.5,15.8,N,100,0,0,Y,Y,33,33,2.5,1,1,1,NA,N,42.4674403,-89.2379177,NA,NA
1474,100563_1906_S98_,1,1906,2.00E-06,0.473506,0.52649,2.00E-06,SR_11,Sean Hoban,Plate20,42.4675353,-89.2374366,Sean Hoban-SR_11,0.999996,JC-W-SR-11,SR,,11,11,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),42.4675353,-89.2374366,,8/19/2025,27.7,35.7,Not fruiting season,90,0,0,Y,Y,30,0,2,1,1,1,NA,N,42.4675353,-89.2374366,NA,NA
1475,100564_1907_S99_,1,1907,2.00E-06,0.882348,0.117648,2.00E-06,SR_12,Sean Hoban,Plate20,42.4694784,-89.2364247,Sean Hoban-SR_12,0.999996,JC-W-SR-12,SR,,12,12,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),42.4694784,-89.2364247,,8/19/2025,11.6,15.2,Not fruiting season,70,0,0,Y,Y,101,0,1.5,1,1,1,NA,N,42.4694784,-89.2364247,NA,NA
40,100565_1908_S100_,1,1908,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-20,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU20,ILM,,BU20,20,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88447,-73.3263,,9/9/2025,34,18,Unknown (unable to see),75,N,N,Y,Y,10,1,1,NA,,,NA,N,44.88447,-73.3263,NA,NA
42,100566_1909_S101_,1,1909,2.00E-06,0.578535,0.421461,2.00E-06,Martin Kratt-23,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU23,ILM,,BU23,23,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88453,-73.3262,,9/9/2025,37,25.8,Unknown (unable to see),60,Y,N,Y,Y,45,25,2.5,NA,0,Unsure,NA,N,44.88453,-73.3262,NA,NA
74,100567_1910_S102_,1,1910,2.00E-06,0.822696,0.1773,2.00E-06,Martin Kratt-60,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU060,ILM,,BU060,60,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.8837,-73.3311,,9/11/2025,29,16.6,Unknown (unable to see),10,Y,N,Y,Y,75,80,3.5,NA,Unsure,0,NA,N,44.8837,-73.3311,NA,NA
80,100568_1911_S103_,1,1911,2.00E-06,2.00E-06,0.743523,0.256473,Martin Kratt-66,Martin Kratt,Plate20,44.88406,-73.32648,,0.743525,JC-W-ILM-BU066,ILM,,BU066,66,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88448,-73.3278,,9/9/2025,42,27.8,Unknown (unable to see),70,N,N,Y,Y,30,20,2,NA,,,NA,N,44.88448,-73.3278,NA,NA
83,100569_1912_S104_,1,1912,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-69,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU069,ILM,,BU069,69,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88486,-73.3271,,9/3/2025,43,30.5,No,95,N,N,Y,Y,20,5,1.5,NA,,,NA,N,44.88486,-73.3271,NA,NA
86,100570_1913_S105_,1,1913,2.00E-06,0.603388,0.396608,2.00E-06,Martin Kratt-72,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU072,ILM,,BU072,72,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88339,-73.3261,,9/9/2025,52,36.8,Unknown (unable to see),55,N,N,Y,Y,60,85,2.5,NA,,,NA,N,44.88339,-73.3261,NA,NA
92,100571_1914_S106_,1,1914,2.00E-06,0.716337,0.283659,2.00E-06,Martin Kratt-78,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU078,ILM,,BU078,78,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88389,-73.3299,,9/9/2025,36,28.4,Unknown (unable to see),15,N,Y,Y,Y,40,65,3,NA,0,0,NA,N,44.88389,-73.3299,NA,NA
94,100572_1915_S107_,1,1915,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-89,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU089,ILM,,BU089,89,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88436,-73.3276,,9/9/2025,42,24.3,Unknown (unable to see),85,N,N,Y,Y,55,15,2,NA,,,NA,N,44.88436,-73.3276,NA,NA
99,100573_1916_S108_,1,1916,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-95,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU095,ILM,,BU095,95,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88446,-73.3281,,9/9/2025,42,31.3,Unknown (unable to see),75,N,N,Y,Y,12,30,2,NA,,,NA,N,44.88446,-73.3281,NA,NA
105,100574_1917_S109_,1,1917,2.00E-06,0.600652,0.399344,2.00E-06,Martin Kratt-101,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU101,ILM,,BU101,101,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88375,-73.3266,,9/7/2025,36,17.5,Unknown (unable to see),85,N,N,Y,Y,30,35,2,NA,,,NA,N,44.88375,-73.3266,NA,NA
110,100575_1918_S110_,1,1918,2.00E-06,0.540446,2.00E-06,0.45955,Martin Kratt-107,Martin Kratt,Plate20,44.88406,-73.32648,,0.540448,JC-W-ILM-Bu107,ILM,,Bu107,107,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.884448,-73.32735,,9/10/2025,33,16.1,Unknown (unable to see),90,N,N,Y,Y,35,75,2,NA,,,NA,N,44.884448,-73.32735,NA,NA
119,100576_1919_S111_,1,1919,2.00E-06,2.00E-06,0.999994,2.00E-06,Martin Kratt-124,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU124,ILM,,BU124,124,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88351,-73.3262,,9/9/2025,39,12.5,Unknown (unable to see),85,N,Y,Y,Y,25,15,2,NA,,,NA,N,44.88351,-73.3262,NA,NA
120,100577_1920_S112_,1,1920,2.00E-06,0.701712,0.298284,2.00E-06,Martin Kratt-125,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU125,ILM,,BU125,125,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88241,-73.3281,,9/4/2025,38,33,No,15,Y,Y,Y,Y,75,35,3.5,NA,,,NA,N,44.88241,-73.3281,NA,NA
121,100578_1921_S113_,1,1921,2.00E-06,0.652,0.347996,2.00E-06,Martin Kratt-126,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU126,ILM,,BU126,126,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88257,-73.328,,9/4/2025,42,37.4,No,0,N,Y,Y,Y,95,75,5,NA,0,0,NA,N,44.88257,-73.328,NA,NA
122,100580_1923_S115_,1,1923,2.00E-06,0.173736,0.82626,2.00E-06,Martin Kratt-129,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU129,ILM,,BU129,129,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88257,-73.3287,,9/4/2025,38,33,No,25,N,Y,Y,Y,60,80,3,NA,,,NA,N,44.88257,-73.3287,NA,NA
123,100581_1924_S116_,1,1924,2.00E-06,0.999994,2.00E-06,2.00E-06,Martin Kratt-130,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU130,ILM,,BU130,130,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88272,-73.329,,9/4/2025,24,20.2,Yes,15,N,Y,Y,Y,60,35,3.5,NA,,,5,N,44.88272,-73.329,NA,NA
131,100582_1925_S117_,1,1925,2.00E-06,0.582591,0.417405,2.00E-06,Martin Kratt-143,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-143,ILM,,143,143,2025_June_July_Butternut_Health_Assessment_Form_Responses,longer health protocol from 2025 (june and july assessments),44.883779,-73.329481,,7/12/2025,44,32,No,80,0,0,Y,Y,80,95,3,NA,Unsure,Unsure,NA,N,44.883779,-73.329481,NA,NA
139,100583_1926_S118_,1,1926,2.00E-06,0.540452,0.459544,2.00E-06,Martin Kratt-149,Martin Kratt,Plate20,44.88406,-73.32648,,0.999996,JC-W-ILM-BU149,ILM,,BU149,149,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.88387,-73.3258,,9/9/2025,37,20.5,Unknown (unable to see),30,N,N,Y,Y,40,25,2.5,NA,,,NA,N,44.88387,-73.3258,NA,NA
