SampleID,SiteNumber,Aziz_descrip,location,LabID,SampleNumber,SampleNumber2,FromWhatSpreadsheet,FromWhatSpreadsheet_notes,Latitude,Longitude,SiteOwner,DateSampled,PlantHeight_ft,DBH_cm,ProducingSeed,PercentLiveCanopy,EpicormicBranches_FromBase,EpicormicBranches_FromTrunk,VisibleCankers,Calloused_YN,AreaInfectedByCanker_Trunk_perc,AreaInfectedByCanker_RootFlare_prec,InfectionSeverity,TerminalBudShape,BudScarShape,LenticalShape,FruitsPerBunch,Seedling_YN
JC-W-CPVT-92,CPVT,CP092,,,92,92,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33193,-73.24718,,8/27/2025,63.4,46.5,No,49,N,Y,Y,Y,55,65,3,,,,,N
JC-W-CPVT-93,CPVT,CP093,,,93,93,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33178,-73.24761,,8/27/2025,73.9,38.5,No,60,N,N,Y,Y,10,60,3,,,,,N
JC-W-CPVT-94,CPVT,CP094,,,94,94,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33206,-73.24771,,8/27/2025,69.9,39.9,Yes,95,N,N,Y,Y,5,50,1.5,,,,5,N
JC-W-CPVT-95,CPVT,CP095,,,95,95,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33207,-73.248,,8/27/2025,45,38.4,No,20,N,Y,Y,Y,80,90,4,0,0,0,,N
JC-W-CPVT-96,CPVT,CP096,,,96,96,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33191,-73.24882,,8/27/2025,65.3,50.5,No,70,N,Y,Y,Y,45,75,3,,,,,N
JC-W-CPVT-97,CPVT,CP097,,,97,97,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33193,-73.24885,,8/27/2025,54.1,25.6,No,65,N,N,Y,Y,25,15,2,,,,,N
JC-W-CPVT-98,CPVT,CP098,,,98,98,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.332,-73.24898,,8/27/2025,65.2,32,No,60,N,Y,Y,Y,50,25,2.5,0,0,0,,N
JC-W-CPVT-99,CPVT,CP099,,,99,99,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.332,-73.24907,,8/27/2025,65.2,48.6,No,30,N,Y,Y,Y,40,40,2.5,,,,,N
JC-W-CPVT-100,CPVT,CP100,,,100,100,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33204,-73.24728,,8/27/2025,70,44.2,No,80,N,N,Y,Y,60,70,3,,,,,N
JC-W-CPVT-101,CPVT,CP101,,,101,101,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33226,-73.24868,,8/28/2025,61.1,30.7,No,60,N,Y,Y,Y,30,60,3,0,0,0,,N
JC-W-CPVT-BU102,CPVT,CP102,,,BU102,102,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.332292,-73.241443,,9/24/2025,42.8,27.7,No,90,N,N,Y,NA,5,20,1,,,,,N
JC-W-CPVT-bu103,CPVT,CP103,,,bu103,103,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.332272,-73.241714,,9/24/2025,44.9,40.9,No,75,N,N,Y,Y,5,40,2,,,,,N
JC-W-CPVT-BU104,CPVT,CP104,,,BU104,104,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331616,-73.240994,,9/24/2025,34.1,24.3,Yes,100,N,N,Y,NA,0,5,1,,,,5,N
JC-W-CPVT-BU105,CPVT,CP105,,,BU105,105,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331571,-73.242144,,9/24/2025,37.2,33.7,Yes,65,N,N,Y,Y,5,40,2,,,,5,N
JC-W-CPVT-Bu106,CPVT,CP106,,,Bu106,106,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331648,-73.242176,,9/24/0025,31.2,17.1,No,75,N,N,Y,NA,1,45,1.5,,,,,N
JC-W-CPVT-bu107,CPVT,CP107,,,bu107,107,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331625,-73.242205,,9/24/2025,31.2,14.6,Yes,50,N,Y,Y,Y,35,75,3.5,,,,5,N
JC-W-CPVT-Bu108,CPVT,CP108,,,Bu108,108,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331784,-73.242083,,9/24/2025,49.4,26.4,Unknown (unable to see),75,N,N,Y,Y,2,30,1.5,,,,,N
JC-W-CPVT-Bu109,CPVT,CP109,,,Bu109,109,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331775,-73.242197,,9/24/2025,38.2,25.1,No,75,N,Y,Y,Y,10,60,2,,,,,N
JC-W-CPVT-Bu110,CPVT,CP110,,,Bu110,110,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331642,-73.242573,,9/24/2025,30.9,26.4,No,50,N,Y,Y,Y,65,90,4,,,,,N
JC-W-CPVT-Bu111,CPVT,CP111,,,Bu111,111,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331601,-73.242457,,9/24/2025,36.5,28.9,No,75,N,Y,Y,Y,8,70,2,,,,,N
JC-W-CPVT-Bu112,CPVT,CP112,,,Bu112,112,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33168,-73.242682,,9/24/2025,42.4,19.3,No,75,N,Y,Y,Y,20,40,2,,,,,N
JC-W-CPVT-Bu113,CPVT,CP113,,,Bu113,113,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331629,-73.242802,,9/24/2025,28,9.3,No,50,N,N,Y,Y,20,50,3.5,,,,,N
JC-W-CPVT-Bu114,CPVT,CP114,,,Bu114,114,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331497,-73.242857,,9/24/2025,44.9,36.4,No,75,N,Y,Y,Y,3,40,2,,,,,N
JC-W-CPVT-Bu115,CPVT,CP115,,,Bu115,115,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331501,-73.242948,,9/24/2025,34.9,28.2,No,85,N,Y,Y,Y,60,60,3,,,,,N
JC-W-CPVT-Bu116,CPVT,CP116,,,Bu116,116,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331251,-73.242839,,9/24/2025,42,31,No,85,N,Y,Y,Y,8,35,2,,,,,N
JC-W-CPVT-Bu117,CPVT,CP117,,,Bu117,117,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330988,-73.242857,,9/24/2025,41,48.4,No,90,N,Y,Y,Y,10,35,1.5,0,0,0,,N
JC-W-CPVT-Bu118,CPVT,CP118,,,Bu118,118,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330896,-73.242835,,9/24/2025,35,27.1,No,85,N,Y,Y,Y,30,50,2.5,0,1,0,,N
JC-W-CPVT-bu124,CPVT,CP124,,,bu124,124,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33086,-73.24354,,9/26/2025,55,70.9,No,75,N,Y,Y,Y,5,15,1.5,0,0,0,,N
JC-W-CPVT-BU133,CPVT,CP133,,,BU133,133,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.337144,-73.243246,,10/1/2025,1.33,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU134,CPVT,CP134,,,BU134,134,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33733,-74.343108,,10/1/2025,3.17,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU135,CPVT,CP135,,,BU135,135,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.3367656,-73.2440669,,10/1/2025,1.5,,,,,,Y,N,,,,NA,0,0,,Y
JC-W-CPVT-BU136,CPVT,CP136,,,BU136,136,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.336724,-73.24348,,10/1/2025,0.83,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU137,CPVT,CP137,,,BU137,137,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.336849,-73.243222,,10/1/2025,5.17,0.55,No,100,Y,N,N,,,,,NA,0,0,,N
JC-W-CPVT-BU138,CPVT,CP138,,,BU138,138,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.336705,-73.243019,,10/1/2025,0.66,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-bu139,CPVT,CP139,,,bu139,139,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.336764,-73.243216,,10/1/2025,3.5,,,,,,Y,Y,,,,NA,1,1,,Y
JC-W-CPVT-Bu140,CPVT,CP140,,,Bu140,140,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.337174,-73.242784,,10/1/2025,1.08,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU141,CPVT,CP141,,,BU141,141,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.336731,-73.243378,,10/1/2025,0.83,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-bu142,CPVT,CP142,,,bu142,142,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.336734,-73.243228,,10/1/2025,3,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU143,CPVT,CP143,,,BU143,143,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.336616,-73.243316,,10/1/2025,3.25,,,,,,Y,Y,,,,NA,0,0,,Y
JC-W-CPVT-BU144,CPVT,CP144,,,BU144,144,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.336486,-73.24313,,10/1/2025,3.75,,,,,,Y,N,,,,NA,0,0,,Y
JC-W-CPVT-BU145,CPVT,CP145,,,BU145,145,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335959,-73.243056,,10/1/2025,1.46,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-bu146,CPVT,CP146,,,bu146,146,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335813,-73.243265,,10/1/2025,0.83,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU147,CPVT,CP147,,,BU147,147,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335969,-73.2431,,10/1/2025,1,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU148,CPVT,CP148,,,BU148,148,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335729,-73.243067,,10/1/2025,0.71,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU149,CPVT,CP149,,,BU149,149,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335725,-73.242852,,10/1/2025,2.67,,,,,,Y,Y,,,,NA,1,0,,Y
JC-W-CPVT-BU150,CPVT,CP150,,,BU150,150,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335752,-73.243106,,10/1/2025,3.33,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU151,CPVT,CP151,,,BU151,151,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335653,-73.2431,,10/1/2025,1.04,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU152,CPVT,CP152,,,BU152,152,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335644,-73.242701,,10/1/2025,1.66,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU153,CPVT,CP153,,,BU153,153,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335586,-73.242897,,10/1/2025,0,,,,,,,,,,,NA,0,0,,Y
JC-W-CPVT-BU154,CPVT,CP154,,,BU154,154,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335351,-73.242952,,10/1/2025,1.25,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU155,CPVT,CP155,,,BU155,155,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335455,-73.242927,,10/1/2025,1.13,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU156,CPVT,CP156,,,BU156,156,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335422,-73.242558,,10/1/2025,1.83,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU157,CPVT,CP157,,,BU157,157,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335262,-73.242568,,10/1/2025,0.63,,,,,,N,,,,,0,0,0,,Y
JC-W-CPVT-BU158,CPVT,CP158,,,BU158,158,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335258,-73.242714,,10/1/2025,1.16,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU159,CPVT,CP159,,,BU159,159,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335131,-73.242617,,10/1/2025,3.92,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU160,CPVT,CP160,,,BU160,160,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.335029,-73.242975,,10/1/2025,3.75,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU162,CPVT,CP162,,,BU162,162,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.334927,-73.242405,,10/1/2025,4.58,0.59,No,100,Y,N,N,,,,,0,1,0,,N
JC-W-CPVT-BU163,CPVT,CP163,,,BU163,163,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331249,-73.242998,,9/30/2025,1.79,,,,,,N,,,,,0,0,0,,Y
JC-W-CPVT-BU164,CPVT,CP164,,,BU164,164,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331072,-73.243074,,9/30/2025,1.5,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU165,CPVT,CP165,,,BU165,165,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331175,-73.243055,,9/30/2025,3.58,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU166,CPVT,CP166,,,BU166,166,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330965,-73.243153,,9/30/2025,1.42,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU167,CPVT,CP167,,,BU167,167,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331118,-73.24296,,9/30/2025,2.5,,,,,,N,,,,,0,0,0,,Y
JC-W-CPVT-BU168,CPVT,CP168,,,BU168,168,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331142,-73.242918,,9/30/2025,1.33,,,,,,N,,,,,0,0,0,,Y
JC-W-CPVT-BU169,CPVT,CP169,,,BU169,169,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330969,-73.243118,,9/30/2025,1.67,,,,,,N,,,,,NA,1,0,,Y
JC-W-CPVT-BU170,CPVT,CP170,,,BU170,170,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331088,-73.242993,,9/30/2025,1.13,,,,,,N,,,,,NA,Unsure,0,,Y
JC-W-CPVT-BU171,CPVT,CP171,,,BU171,171,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330688,-73.2433,,9/30/2025,0.88,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU172,CPVT,CP172,,,BU172,172,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330759,-73.2422915,,9/30/2025,1.38,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU173,CPVT,CP173,,,BU173,173,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330662,-73.24323,,9/30/2025,1.42,,,,,,Y,Y,,,,0,0,0,,Y
JC-W-CPVT-BU174,CPVT,CP174,,,BU174,174,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330644,-73.243194,,9/30/2025,5.75,0.86,No,100,Y,N,N,,,,,NA,0,0,,N
JC-W-CPVT-BU175,CPVT,CP175,,,BU175,175,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330639,-73.243424,,9/30/2025,5.42,0.76,No,85,Y,N,N,,,,,NA,0,0,,N
JC-W-CPVT-BU176,CPVT,CP176,,,BU176,176,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330546,-73.243516,,9/30/2025,6,1,No,85,Y,N,N,,,,,NA,0,0,,N
JC-W-CPVT-BU177,CPVT,CP177,,,BU177,177,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330631,-73.243409,,9/30/2025,2.58,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU178,CPVT,CP178,,,BU178,178,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.33066,-73.243188,,9/30/2025,1.08,,,,,,Y,N,,,,NA,1,Unsure,,Y
JC-W-CPVT-BU179,CPVT,CP179,,,BU179,179,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330576,-73.242716,,9/30/2025,1.25,,,,,,Y,N,,,,0,0,0,,Y
JC-W-CPVT-BU180,CPVT,CP180,,,BU180,180,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330426,-73.242929,,9/30/2025,3.33,,,,,,N,,,,,0,0,0,,Y
JC-W-CPVT-BU181,CPVT,CP181,,,BU181,181,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330365,-73.242831,,9/30/2025,1.29,,,,,,N,,,,,NA,1,0,,Y
JC-W-CPVT-BU182,CPVT,CP182,,,BU182,182,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330283,-73.242781,,9/30/2025,1.42,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU183,CPVT,CP183,,,BU183,183,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330414,-73.243037,,9/30/2025,1.5,,,,,,N,,,,,NA,1,0,,Y
JC-W-CPVT-BU184,CPVT,CP184,,,BU184,184,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330254,-73.243031,,9/30/2025,2.46,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU185,CPVT,CP185,,,BU185,185,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.329987,-73.24254,,9/30/2025,1.17,,,,,,N,,,,,0,1,Unsure,,Y
JC-W-CPVT-BU186,CPVT,CP186,,,BU186,186,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330487,-73.243096,,9/30/2025,1.79,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU187,CPVT,CP187,,,BU187,187,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330707,-73.243575,,9/30/2025,1.92,,,,,,N,,,,,0,0,0,,Y
JC-W-CPVT-BU188,CPVT,CP188,,,BU188,188,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330489,-73.243176,,9/30/2025,2.08,,,,,,Y,N,,,,NA,0,0,,Y
JC-W-CPVT-BU189,CPVT,CP189,,,BU189,189,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330764,-73.243722,,9/30/2025,1,,,,,,N,,,,,NA,0,Unsure,,Y
JC-W-CPVT-BU190,CPVT,CP190,,,BU190,190,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330577,-73.243294,,9/30/2025,4.5,0.63,No,70,N,N,N,,,,,0,0,0,,N
JC-W-CPVT-BU191,CPVT,CP191,,,BU191,191,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.330772,-73.243201,,9/30/0025,6.67,1.16,No,95,N,N,N,,,,,NA,0,0,,N
JC-W-CPVT-BU192,CPVT,CP192,,,BU192,192,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.331,-73.243085,,9/30/2025,1.5,,,,,,N,,,,,NA,0,0,,Y
JC-W-CPVT-BU193,CPVT,CP-193,,,BU193,193,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.332694,-73.248285,,11/20/2025,1.4,,,,,,N,,,,,0,1,0,,Y
JC-W-CPVT-BU194,CPVT,CP-194,,,BU194,194,08_15_2025_Revisions_Butternut_Health_Assessment Form_Responses,longer health protocol from 2025 (august and later assessments),44.332595,-73.24848,,11/20/2025,1.6,,,,,,N,,,,,0,0,0,,Y
G_Fessler_1,,G_Fessler_1,,,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",41.46791,-90.57757,Black Hawk State Park,,,,,,,,,,,,,,,,,
G_Fessler_2,,G_Fessler_2,,,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",41.46799,-90.57734,Black Hawk State Park,,,,,,,,,,,,,,,,,
G_Fessler_3,,G_Fessler_3,,,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",42.41723,-88.92062,Boone County Conservation District,,,,,,,,,,,,,,,,,
G_Fessler_4,,G_Fessler_4,,,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",42.41764,-88.92428,Boone County Conservation District,,,,,,,,,,,,,,,,,
G_Fessler_5,,G_Fessler_5,,,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",41.48705,-90.55062,City of Rock Island,,,,,,,,,,,,,,,,,
G_Fessler_6,,G_Fessler_6,,,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",41.5006,-90.5369,City of Moline,,,,,,,,,,,,,,,,,
G_Fessler_7,,G_Fessler_7,,,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",41.61225,-90.33122,Rock Island County Forest Preserve District,,,,,,,,,,,,,,,,,
JC-W-1NSCE-1,,JC-W-1NSCE-1,,092127_1650_S214_,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",37.706245,-89.485664,US Forest Service,,,,,,,,,,,,,,,,,
JC-W-2NSCE-1,,JC-W-2NSCE-1,,092128_1651_S215_,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",37.60946,-89.43479,US Forest Service,,,,,,,,,,,,,,,,,
JC-W-2NSCE-2,,JC-W-2NSCE-2,,,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",37.219268,-89.338209,US Forest Service,,,,,,,,,,,,,,,,,
JC-W-2NSCE-3,,JC-W-2NSCE-3,,,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",37.219412,-89.33815,US Forest Service,,,,,,,,,,,,,,,,,
JC-W-3NSCE-1,9/10/2024,JC-W-3NSCE-1,,092130_1653_S217_,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",37.219075,-89.338586,US Forest Service,,,,,,,,,,,,,,,,,
JC-W-3NSCE-4,,JC-W-3NSCE-4,,092134_1657_S221_,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",37.219165,-89.3318182,US Forest Service,,,,,,,,,,,,,,,,,
JC-W-AFP-1,AFP,JC-W-AFP-1,,092072_1595_S159_,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",41.828821,-88.73026,DeKalb County Forest Preserve,,15,"9.2, 9.4, 9.6",Y,95,0,0,Y,Y,40,10,3,1,1,1,2,
JC-W-AFP-2,AFP,JC-W-AFP-2,,092073_1596_S160_,,,2024 Wild Collected Butternut DNA Leaf Samples,"first year of health data, simpler protocol",41.828786,-88.730196,DeKalb County Forest Preserve,,18,9.9,No,100,1,0,Y,Y,50,0,3,1,1,1,0,
