SAMPLE ID,COLLECTION ID,Source,COLLECTOR,SUSPECTED SPECIES,PLACE COLLECTED,DATE COLLECTED,SUPP VARIETY,NEWHYBR,SSR p(JC),SSR p(JA),CAPS 2,CAPS 5,CAPS 7,CAPS 10,CAPS ALL,GPS 1,GPS 2,UTM ,X,Y,ELEVATION,DBH (in),HEIGHT (ft),# BOLE CANKERS,CROWN DIAM (ft),CROWN RATIO,CROWN DIEBACK (%),SLOPE,ASPECT,CANKER SCORE,NUTS ON GROUND,NOTES,NOTES 2,ALTERNATE COLLECTOR ID,ALTERNATE COLLECTOR ID 2,Date Extracted,Date ND'd/ Diluted,New Mass DNA,Old Mass DNA,,,,,
JA1093b,JA10; 0005.15 twig,Garden,Tim McCleary,J. ailantifolia,UCDavis (Germplasm Repository),5/14/2007,,NA,,,,,,,,,,,,,,,,,,,,,,,,Somehow made a mistake in numbering and made two JA1093s.  Gave the USDA samples JA 1093b to distinguish,,,,,,,,,,,,
JA1094,George Elmer-1,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,George Elmer,NA,0.993,0.007,C (Jul 30),,,C (Aug 1),C C ,,,,,,,,15-20 .,,,,,,,,,Front Yard,,,,,,,,,,,,
JA1095,Etter-1,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Etter,NA,0.005,0.995,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,15-20 .,,,,,,,,,Front Yard,,,,,,,,,,,,
JA1096,Mitchell-1,Garden,Sean Hoban,Hybrid,Grimo Nut Nursery,5/16/2008,Mitchell,NA,0.521,0.479,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,15-20 .,,,,,,,,,Front Yard,,,,,,,,,,,,
JA1097,Campbell CW4,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Campbell CW4,JA,0.005,0.995,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,12-15 .,,,,,,,,,Front Yard,,,,,,,,,,,,
JA1098,Rhodes-1,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Rhodes,NA,0.006,0.994,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,15-20 .,,,,,,,,,Front Yard,,,,,,,,,,,,
JA1099,Rhodes-2,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Rhodes,NA,0.006,0.994,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,15-20 .,,,,,,,,,Front Yard,,,,,,,,,,,,
JA1100,Bates,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Bates,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,25,,,,,,,,,by barn,,,,,,,,,,,,
JA1101,Campbell CW1,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Campbell CW1,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,15,,,,,,,,,by house,,,,,,,,,,,,
JA1102,Manchurain-1,Garden,Sean Hoban,J. manshurica,Grimo Nut Nursery,5/16/2008,Grimo Manchurain,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,10,,,,,,,,,Front Yard,,,,,,,,,,,,
JA1103,Imshu-1,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,IMSHU,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,10,,,,,,,,,by white barn,,,,,,,,,,,,
JA1104,Imshu-2,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,IMSHU,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1105,Fodermier,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Fodermier,NA,0.018,0.982,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,15 .,,,,,,,,,by white barn,,,,,,,,,,,,
JA1106,Etter-2,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Etter,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,15 .,,,,,,,,,,,,,,,,,,,,,
JA1107,Campbell CW3-2,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Campbell CW3,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
JA1108,Campbell CW3-3,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Campbell CW3,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,
JA1109,Campbell CW1-2,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Campbell CW1,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,
JA1110,Campbell CW1-3,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Campbell CW1,NA,,,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,
JA1111,Imshu-3,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,IMSHU,NA,0.003,0.997,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,
JA1112,Campbell CW2,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Campbell CW2,JA,0.005,0.995,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
JA1113,Smithfield RITS,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,unknown,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
JA1114,Pyke,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Pyke,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1115,Stranger,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Stranger,probablyJA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1116,Schubert,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Schubert,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,8-10 .,,,,,,,,,,,,,,,,,,,,,
JA1117,Rhodes-3,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Rhodes,NA,0.005,0.995,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,
JA1118,Mitchell -2 ,Garden,Sean Hoban,Hybrid,Grimo Nut Nursery,5/16/2008,Mitchell,NA,0.521,0.479,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,orchard N,,,,,,,,,,,,
JA1119,Mitchell-3,Garden,Sean Hoban,Hybrid,Grimo Nut Nursery,5/16/2008,Mitchell,NA,0.502,0.498,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,orchard S,,,,,,,,,,,,
JA1120,Facer,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Facer,JA,0.005,0.995,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,20 .,,,,,,,,,,,,,,,,,,,,,
JA1121,Murial,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Murial,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1122,Murial 2,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Murial,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1123,Simco 8-2-1,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Simco 8-2,NA,0.005,0.995,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,north,,,,,,,,,,,,
JA1124,Simco 8-2-2,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Simco 8-2,NA,0.005,0.995,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,south,,,,,,,,,,,,
JA1125,Canoka,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Canoka,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1126,Locket,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Locket,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1127,Fioka,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Fioka,probablyJA,0.1,0.9,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1128,Locket-2,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Locket,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1129,Iroqouis CA,Garden,Sean Hoban,J. cinerea,Grimo Nut Nursery,5/16/2008,Iroqouis CA,NA,,,C (Jul 30),,,C (Aug 1),C C ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1130,Sauto,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Sauto,NA,,,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1131,Jewel Box,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Jewel Box,NA,0.005,0.995,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1132,Stealth,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Stealth,NA,0.003,0.997,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1133,Campbell CWW-2,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Campbell CWW,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1134,Bamerman,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Bamerman,probablyJA,0.005,0.995,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1135,Lab,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Lab,JA,0.005,0.995,"A (Mar 4, 2009)",,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1136,Gordan R3-10,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,unknown,probablyJA,,,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1137,Simco1-14,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Simco1-14,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1138,Simco 1-13,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Simco 1-13,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1139,Oscar Filman,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Oscar Filman,JA,0.032,0.968,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1140,Reihman,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Reihman,JA,0.003,0.997,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1141,Gordan 1-3,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,unknown,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1142,Gordan 3-17,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,unknown,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1143,Gordan 9-6L,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,unknown,JA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1144,Gordan Redoak,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,unknown,NA,0.004,0.996,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1145,Grimo 108 H Seedling,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,unknown,NA,,,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1146,Fioka 2,Garden,Sean Hoban,J. ailantifolia,Grimo Nut Nursery,5/16/2008,Fioka,probablyJA,0.102,0.898,A (Jul 30),,,A (Aug 1),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1147,41 Garden St,Garden,Sandra Anagnostakis,J. ailantifolia?,"Wethersfield, Connecticuit",7/1/2008,,NA,,,"A (Dec 16, 2009)",,,A (Dec 18),x,,,,,,,two sprouts: 43.5 and 38.2,,,,,,,,,,two sprouts: 110.6 and 97.1 cm,,,,,10/2/2008,202,,,,,,
JA1148,B Luer Pyke Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Pyke,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1149,B Luer Shoka Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Shoka,JA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1150,B Luer Ebbert Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Ebbert,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1151,B Luer Rhodes Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Rhodes,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1152,B Luer Schubert Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Schubert,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1153,B Luer Canoka Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Canoka,JA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1154,B Luer Stealth Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Stealth,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1155,B Luer Wright Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Wright,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1156,B Luer IMSHU Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,IMSHU,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1157,B Luer Fodermier Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Fodermier,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1158,B Luer CW3 Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Campbell CW3,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1159,B Luer Franks Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Franks,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1160,B Luer CW1 Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Campbell CW1,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1161,B Luer Shuto Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Shuto,JA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1162,B Luer Locket Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Locket,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1163,B Luer Covel Japanese walnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Covel,JA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1164,B Luer Stranger Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Stranger,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1165,B Luer Marvel Heartnut,Garden,Bud Luer,J. ailantifolia,Bud Luers Belleville Ohio,8/18/2008,Marvel,JA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1166,M Matthews Calendry (Calender?),Garden,Maurice Matthews,J. ailantifolia,Maurice Matthews St Paul Nebraska,8/18/2008,Calender,NA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1167,Cherokee 37,Garden,Jeanne Romero-Severson,J. ailantifolia,North Carolina,7/11/2008,,probablyJA,,,A (Nov 13),,,A (Nov 20),A A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1168,Cherokee 37 B,Garden,Jeanne Romero-Severson,J. ailantifolia or Hybrid,North Carolina,7/11/2008,,probablyJA,,,"A (Mar 4, 2009)",,,A (October 3 2009),A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1169,HN4 Heartnut 4 New,Garden,Jeanne Romero-Severson,J. ailantifolia,North Carolina,7/11/2008,,NA,,,"A (Mar 4, 2009)",,,A (October 3 2009),A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1170,Heart <3 Pike,Garden,Ken Hunt,J. ailantifolia,Missouri Walnut Repositor,12/7/2008,Pike,NA,,,"A (Ajuly 24, 2009)",,,A (October 3 2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1171,Heart <3 IMSHU,Garden,Ken Hunt,J. ailantifolia,Missouri Walnut Repositor,12/7/2008,IMSHU,NA,,,"A (Ajuly 24, 2009)",,,A (October 3 2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1172,Heart <3 Frank,Garden,Ken Hunt,J. ailantifolia,Missouri Walnut Repositor,12/7/2008,Frank,NA,,,"A (Ajuly 24, 2009)",,,A (October 3 2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1173,Heart <3 Canoka,Garden,Ken Hunt,J. ailantifolia,Missouri Walnut Repositor,12/7/2008,Canoka,NA,,,"A (Ajuly 24, 2009)",,,A (October 3 2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1174,Heart <3 CW3,Garden,Ken Hunt,J. ailantifolia,Missouri Walnut Repositor,12/7/2008,Campbell CW3,NA,,,"A (Ajuly 24, 2009)",,,A (October 3 2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1175,BRN Ebert Heartnut,Garden,Michael and Carolyn Dolan,J. ailantifolia,"Onalaska, WA",3/31/2009,Ebbert,NA,,,"A (Ajuly 24, 2009)",,,A (October 3 2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1176,BRN Canoka Heartnut,Garden,Michael and Carolyn Dolan,J. ailantifolia,"Onalaska, WA",3/31/2009,Canoka,NA,,,"A (Ajuly 24, 2009)",,,A (October 3 2009),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JA1177,BRN large heartnut- Canoka?,Garden,Michael and Carolyn Dolan,J. ailantifolia,"Onalaska, WA",3/31/2009,Canoka,JA,,,"A (Ajuly 24, 2009)",,,A (October 3 2009),,,,,,,,,,,,,,,,,,grafted large heartnut could be Canoka,,,,,5/21/2009,265,,,,,,
JA1178,BRN Cowlitz selection,Garden,Michael and Carolyn Dolan,J. ailantifolia,"Onalaska, WA",3/31/2009,Cowlitz,probablyJA,,,"A (Ajuly 24, 2009)",,,A (October 3 2009),,,,,,,,,,,,,,,,,,probably Canoka x Calendar,,,,,5/21/2009,303,,,,,,
JA1179,BRN Calendar heartnut?,Garden,Michael and Carolyn Dolan,J. ailantifolia,"Onalaska, WA",3/31/2009,Calender,NA,,,"A (Ajuly 24, 2009)",,,A (October 3 2009),,,,,,,,,,,,,,,,,,,,,,,5/21/2009,371,,,,,,
JA1180,Malcolm Brock,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Brock,JA,,,"A (Ajuly 24, 2009)",,,A (October 3 2009),,,,,,,,,,,,,,,,,,along stream,,,,,5/27/2009,292,,,,,,
JA1181,Malcolm Campbell CW1,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Campbell CW1,NA,,,"A (Ajuly 24, 2009)",,,"A (July 1, 09)",A ,,,,,,,,,,,,,,,,,hilltop,,,,,5/27/2009,381,,,,,,
JA1182,Malcolm Campbell CW3,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Campbell CW3,NA,,,"A (Ajuly 24, 2009)",,,"A (July 1, 09)",A ,,,,,,,,,,,,,,,,,hilltop,,,,,5/27/2009,241,,,,,,
JA1183,Malcolm Campbell CWW,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Campbell CWW,NA,,,"A (Dec 16, 2009)",,,A (Dec 18),,,,,,,,,,,,,,,,,,kress field line,,,,,5/27/2009,265,,,,,,
JA1184,Malcolm Canoka,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Canoka,NA,,,"A (Dec 16, 2009)",,,A (Dec 18),,,,,,,,,,,,,,,,,,kress field line,,,,,5/27/2009,344,,,,,,
JA1185,Malcolm Ebbert,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Ebbert,NA,,,"A (Dec 16, 2009)",,,A (Dec 18),,,,,,,,,,,,,,,,,,hilltop,,,,,5/27/2009,161,,,,,,
JA1186,Malcolm Etter,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Etter,JA,,,"A (Dec 16, 2009)",,,A (Dec 18),,,,,,,,,,,,,,,,,,north of outside barn,,,,,5/27/2009,328,,,,,,
JA1187,Malcolm Fodermier,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Fodermier,NA,,,"A (Dec 16, 2009)",,,A (Dec 18),,,,,,,,,,,,,,,,,,hilltop,,,,,5/27/2009,273,,,,,,
JA1188,Malcolm Frank,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Frank,NA,,,"A (Dec 16, 2009)",,,A (Dec 18),,,,,,,,,,,,,,,,,,hilltop,,,,,5/27/2009,205,,,,,,
JA1189,Malcolm IMSHU,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,IMSHU,NA,,,"A (Dec 16, 2009)",,,A (Dec 18),,,,,,,,,,,,,,,,,,hilltop,,,,,5/27/2009,532,,,,,,
JA1190,Malcolm Jewel Box,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Jewel Box,NA,,,"A (Dec 16, 2009)",,,A (Dec 18),,,,,,,,,,,,,,,,,,north ,,,,,5/27/2009,219,,,,,,
JA1191,Malcolm Locket,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Locket,NA,,,"A (Dec 16, 2009)",,,A (Dec 18),,,,,,,,,,,,,,,,,,hilltop,,,,,5/27/2009,413,,,,,,
JA1192,Malcolm marvel,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Marvel,NA,,,"A (Dec 16, 2009)",,,A (Dec 18),,,,,,,,,,,,,,,,,,pond road,,,,,5/27/2009,134,,,,,,
JA1193,Malcolm Pyke,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Pyke,NA,,,"A (Ajuly 24, 2009)",,,"A (July 1, 09)",A ,,,,,,,,,,,,,,,,,hilltop,,,,,5/27/2009,356,,,,,,
JA1194,Malcolm Rhodes,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Rhodes,NA,,,"A (Ajuly 24, 2009)",,,"A (July 1, 09)",A ,,,,,,,,,,,,,,,,,next to kress,,,,,5/27/2009,227,,,,,,
JA1195,Malcolm Schubert,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Schubert,JA,,,"A (Ajuly 24, 2009)",,,"A (July 1, 09)",A ,,,,,,,,,,,,,,,,,hilltop,,,,,5/27/2009,260,,,,,,
JA1196,Malcolm Simco 1-13,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Simco 1-13,NA,,,,,,,,,,,,,,,,,,,,,,,,north of outside barn,,,,,,,,,,,,
JA1197,Malcolm Stealth,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Stealth,NA,,,,,,,,,,,,,,,,,,,,,,,,next to kress,,,,,,,,,,,,
JA1198,Malcolm Wright,Garden,Malcolm Olsen,J. ailantifolia,"Erie, PA",4/8/2009,Wright,NA,,,,,,,,,,,,,,,,,,,,,,,,hilltop,,,,,,,,,,,,
JA1199,Frank Nolin River,Garden,John Brittain,J. ailantifolia,"Nolin River Nursery, Kentucky",4/29/2009,Frank,NA,,,"A (Ajuly 24, 2009)",,,"A (July 1, 09)",A ,,,,,,,,,,,,,,,,,,,,,,5/27/2009,292,,,,,,
JA1200,Marvel Nolin River,Garden,John Brittain,J. ailantifolia,"Nolin River Nursery, Kentucky",4/29/2009,Marvel,NA,,,"A (Ajuly 24, 2009)",,,"A (July 1, 09)",A ,,,,,,,,,,,,,,,,,,,,,,5/27/2009,432,,,,,,
JA1201,Mitchel Nolin River,Garden,John Brittain,J. ailantifolia,"Nolin River Nursery, Kentucky",4/29/2009,Mitchell,NA,,,"A (Ajuly 24, 2009)",,,"A (July 1, 09)",A ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
